,201838,201811,201817,201821,201823,201827,201829,201831,201834,201840,201842,201844,201847,201851,201853,201855,201857,201859,201863,201875,201877,201879,201881,201883,201885,201887,201889,201891,201896,201898,201900,201902,202483
2014-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-01-02,1.0,1.0,1.0,0.99933422,0.99879872,0.99841767,0.99845444,0.99879872,1.0,0.99879872,0.99933422,0.99974557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99933422,1.0,1.0,0.99879872,0.9988653,1.0,1.0,0.99933422,1.0,1.0,1.0,1.0,1.0
2014-01-03,1.0,1.0,1.0,1.00773422,1.00526634,1.00501767,1.00095444,1.00526634,1.0,1.00526634,1.00773422,0.99599557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00773422,1.0,1.0,1.00577453,1.0058653,1.0,1.0,1.00773422,1.00048933,0.99954672,1.0,1.00023536,1.0
2014-01-06,1.0,1.0,1.0,1.01073422,1.00876634,1.00951767,1.00545444,1.00876634,1.00034294,1.00876634,1.01073422,0.99524557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01073422,1.0,0.99946794,1.00248837,1.0146853,1.0,1.0,1.01073422,1.00808933,1.00304672,1.0,1.00323536,1.0
2014-01-07,1.0,1.0,1.0,1.01223422,1.01576634,1.01131767,1.00395444,1.01576634,1.00016794,1.01576634,1.01223422,0.99569557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01223422,1.0,0.99964294,1.00948837,1.0186559,1.00010739,1.0,1.01223422,1.01668933,1.01004672,1.0,1.00473536,1.0
2014-01-08,1.00045499,1.0,1.0,1.01253422,1.01520634,1.01221767,1.00595444,1.01520634,1.00226794,1.01520634,1.01253422,0.99669557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01253422,0.9998311,0.99754294,1.00892837,1.0183759,0.99954739,1.0,1.01253422,1.01797922,1.00948672,1.0,1.00503536,1.0
2014-01-09,1.00245499,1.0,1.0,1.02393422,1.01702634,1.01731767,1.00795444,1.01702634,1.00384294,1.01702634,1.02393422,0.99249557,1.00016794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02393422,0.9960811,0.99596794,1.01074837,1.0203359,1.00136739,1.0,1.02393422,1.01317922,1.01130672,1.0,1.01643536,1.0
2014-01-10,1.00595499,1.0,1.0,1.02093422,1.01198634,1.02301767,1.01145444,1.01198634,1.00419294,1.01198634,1.02093422,0.99319557,1.00051794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02093422,0.9968311,0.99525383,1.00570837,1.0211759,0.99632739,1.0,1.02093422,1.01057922,1.00626672,1.00045555,1.01343536,0.9998586665
2014-01-13,1.01095499,1.0,1.0,1.02393422,1.01618634,1.02151767,1.01645444,1.01618634,1.00576794,1.01618634,1.02393422,0.99484557,1.00209294,1.0,1.0,0.99945615,1.0,1.0,1.0,1.0,1.02393422,1.0014811,0.99682883,1.00990837,1.0196359,1.00052739,1.0,1.02393422,1.03362427,1.01046672,1.0049117,1.01643536,0.997428622
2014-01-14,1.00645499,1.0,1.0,1.01823422,1.01198634,1.02091767,1.01195444,1.01198634,1.00541794,1.01198634,1.01823422,0.99534557,1.00174294,1.0,1.0,0.99495615,1.0,1.0,1.0,1.0,1.01823422,0.99367984,0.99647883,1.00570837,1.0215665,0.99632739,1.0,1.01823422,1.02132427,1.00626672,0.9959117,1.01073536,0.9965364045
2014-01-15,1.00695499,1.0,1.0,1.01913422,1.01114634,1.01971767,1.01245444,1.01114634,1.00751794,1.01114634,1.01913422,0.99364557,1.00384294,1.0,1.0,0.99545615,1.0,1.0,1.0,1.0,1.01913422,0.98919984,0.99857883,1.00620265,1.0245065,0.99548739,1.0,1.01913422,1.02357427,1.00542672,0.9969117,1.01163536,0.9965364045
2014-01-16,1.00695499,1.0,1.0,1.02033422,1.01352634,1.01941767,1.01245444,1.01352634,1.00594294,1.01352634,1.02033422,0.99539557,1.00226794,1.0,1.00010726,0.99545615,0.99970236,1.0,1.0,1.0,1.02033422,0.98723984,0.99700383,1.00382265,1.0233571,0.99786739,1.0,1.02033422,1.02117427,1.00780672,0.9969117,1.01283536,0.9966108725
2014-01-17,1.00845499,1.0,1.0,1.02303422,1.01506634,1.02391767,1.01395444,1.01506634,1.00541794,1.01506634,1.02303422,0.99589557,1.00174294,1.0,0.99856726,0.99695615,0.99774236,1.0,1.0,1.0,1.02303422,0.98919984,0.99647883,1.00228265,1.0222371,0.99940739,1.0,1.02303422,1.02492427,1.00934672,0.9999117,1.01553536,0.9982778725
2014-01-20,1.01595499,1.0,1.00066749,1.03173422,1.01772634,1.02991767,1.02145444,1.01772634,1.00314294,1.01772634,1.03173422,0.99593686,0.99946794,1.0,0.99590726,1.00445615,1.00012236,1.0,1.00050918,1.0,1.03173422,0.98706456,0.99420383,0.99962265,1.0290677,1.00206739,1.0,1.03173422,1.01892427,1.01200672,1.0138682,1.02423536,0.996880622
2014-01-21,1.02295499,1.0,1.00640749,1.03293422,1.02346634,1.03291767,1.02845444,1.02346634,1.00419294,1.02346634,1.03293422,0.99508686,1.00051794,0.99963925,0.99016726,1.01145615,0.99676236,1.0,0.99490918,1.0,1.03293422,0.98370456,0.99525383,0.99437845,1.0315877,1.00780739,1.0,1.03293422,1.03107427,1.01774672,1.0208682,1.02543536,0.9962826845
2014-01-22,1.02045499,1.0,1.00444749,1.03353422,1.02150634,1.03201767,1.02595444,1.02150634,1.00506794,1.02150634,1.03353422,0.99508686,1.00139294,1.00023925,0.99212726,1.00895615,0.98892236,1.0,0.99466863,1.0,1.03353422,0.9758833,0.99612883,0.99241845,1.0318677,1.00584739,0.99945711,1.03353422,1.02612427,1.01578672,1.0183682,1.02603536,0.9975182365
2014-01-23,1.00745499,1.0,0.99898749,1.02903422,1.01604634,1.03141767,1.01295444,1.01604634,1.00716794,1.01604634,1.02903422,0.99398686,1.00349294,0.99573925,0.99758726,0.99595615,0.98850236,1.0,0.99214863,1.0,1.02903422,0.9754333,0.99822883,0.9899735,1.0320077,1.00038739,0.98645711,1.02903422,1.02702427,1.01032672,1.00632405,1.02153536,0.9963147365
2014-01-24,1.00795499,1.0,0.99562749,1.02453422,1.01268634,1.02781767,1.01345444,1.01268634,1.00926794,1.01268634,1.02453422,0.99328686,1.00559294,0.99123925,1.00094726,0.99645615,0.98710236,1.0,0.98808863,1.0,1.02453422,0.9739333,1.00032883,0.9933335,1.0357877,0.99702739,0.98695711,1.02453422,1.02672427,1.00696672,1.00632405,1.01703536,0.996442699
2014-01-27,1.01445499,1.0,0.99794218,1.02813422,1.01478634,1.02811767,1.01995444,1.01478634,1.01241794,1.01478634,1.02813422,0.99292828,1.00874294,0.99483925,0.99884726,1.00295615,0.99018236,1.0,0.98808863,1.0,1.02813422,0.9772333,1.00347883,0.9912335,1.0406877,0.99912739,0.99345711,1.02813422,1.04532427,1.00906672,1.00632405,1.02063536,0.9967439165
2014-01-28,1.01795499,1.0,0.99220218,1.03563422,1.02052634,1.03321767,1.02345444,1.02052634,1.01119294,1.02052634,1.03563422,0.99282828,1.00751794,1.00233925,0.99310726,1.00645615,0.98864236,1.0,0.99116863,1.0,1.03563422,0.9755455,1.00225383,0.9854935,1.0476877,1.00486739,0.99695711,1.03563422,1.05552427,1.01480672,1.00632405,1.02747507,1.0010209165
2014-01-29,1.01345499,1.0008388,0.99493732,1.03113422,1.01884634,1.03201767,1.01895444,1.01884634,1.01241794,1.01884634,1.03113422,0.99252828,1.00874294,0.99783925,0.99478726,1.00195615,0.98850236,1.0,0.99200863,1.0,1.03113422,0.9756955,1.00347883,0.9871735,1.0461183,1.00172251,0.99245711,1.03113422,1.05477427,1.01312672,1.00632405,1.01847507,0.9996381665
2014-01-30,1.01245499,1.0002388,0.99325732,1.03053422,1.01716634,1.03081767,1.01795444,1.01716634,1.01171794,1.01716634,1.03053422,0.99307828,1.00804294,0.99723925,0.99646726,1.00095615,0.98878236,1.0,0.98826702,1.0,1.03053422,0.9753955,1.00277883,0.9888535,1.0419183,1.00340251,0.99145711,1.03053422,1.05942427,1.01144672,1.00632405,1.01727507,0.999322571
2014-02-07,1.01845499,1.0071388,0.99941732,1.03743422,1.02332634,1.03741767,1.02395444,1.02332634,1.01835382,1.02332634,1.03743422,0.99267828,1.01467882,1.00413925,0.99030726,1.00695615,1.00068236,1.00084002,0.98420702,1.00084002,1.03743422,0.96264424,1.00941471,0.9826935,1.0575983,0.99724251,0.99745711,1.03743422,1.06212427,1.01760672,1.00632405,1.03221514,0.996099401
