date,a,i,j,jm,m,p,y,CF,FG,MA,OI,RM,SR,TA,ZC,ag,al,au,cu,hc,pb,rb,ru
20151113,1.01508483,1.19734463,1.010550832,0.99375854,1.038268812,1.022658701,1.12508374,1.052705775,0.98902042,0.989564686,1.066168694,1.426821433,1.356081758,1.135720649,1.005729165,1.112111613,0.977815164,0.858007361,1.163782186,0.921043421,1.084312376,1.009971261,0.913937721
20151116,1.019098582,1.206735559,1.010580781,0.98882586,1.031414233,1.022539175,1.120369464,1.051408142,0.989940842,0.993284403,1.066177917,1.4413898,1.33862726,1.155024261,1.005544913,1.103734836,0.98486235,0.849725611,1.160007842,0.921160306,1.086348162,1.007005564,0.942432914
20151117,1.017909283,1.224527715,1.011493286,0.988810664,1.031950299,1.025807794,1.115378695,1.045035907,0.980756462,0.995985165,1.064497459,1.440785768,1.338984782,1.152705605,1.005544913,1.120663283,0.97775882,0.862866815,1.153787965,0.921208962,1.097866924,1.003970562,0.943039029
20151118,1.017228941,1.219354257,1.011585038,0.990301537,1.024823076,1.030370194,1.118996517,1.044791492,0.979104042,1.025563402,1.064497459,1.420870096,1.35414464,1.150141462,1.006111841,1.117528559,0.96691449,0.860128636,1.168712329,0.921005246,1.096396333,1.008857169,0.94078645
20151119,1.036190745,1.211849259,1.031337865,1.019020021,1.034854137,1.028050513,1.118312547,1.043682123,0.96970339,1.021545902,1.063956501,1.399168541,1.350440811,1.146357532,1.010748373,1.118972966,0.975932496,0.861128837,1.167059425,0.920541394,1.095563457,1.01249849,0.946357879
20151120,1.036204558,1.217962774,1.033888514,1.007866065,1.024199199,1.043157831,1.129924766,1.040887214,0.963099645,1.032088439,1.062013813,1.39766715,1.350181502,1.181256472,1.00830028,1.123313382,0.989555841,0.86972874,1.168008256,0.920415421,1.108631024,1.013556576,0.952820235
20151123,1.033405313,1.212993336,1.033329216,0.989971138,1.032922252,1.03989371,1.124880692,1.042155691,0.957990651,1.031715382,1.063141137,1.437684163,1.33411597,1.1948271,1.00830028,1.140793691,0.983144388,0.873856901,1.187873201,0.919749217,1.106940969,1.020993691,0.945034108
20151124,1.04504051,1.184966737,1.033213826,0.988894622,1.059547207,1.036525737,1.142206795,1.042155691,0.943613838,1.058292819,1.06280223,1.452445276,1.32898793,1.196182272,1.00830028,1.145994885,0.983499153,0.875688824,1.204634338,0.924911625,1.124401643,1.02093338,0.974058978
20151125,1.041942799,1.186879117,1.014751446,0.994619354,1.052247477,1.03594999,1.136154349,1.039316829,0.942903111,1.065049921,1.06280223,1.441480843,1.328244849,1.206042488,1.007185802,1.144955282,0.977600211,0.875458792,1.206403565,0.92460373,1.122793994,1.010508953,0.990064359
20151126,1.043877256,1.150905411,0.986506805,0.986291835,1.037551436,1.039833333,1.13838819,1.032355065,0.946464064,1.056169346,1.059703288,1.446383116,1.32397007,1.220223717,0.996244246,1.146141786,1.01461434,0.875288564,1.220497378,0.923670087,1.121727675,0.997869861,0.919397772
20151127,1.043838709,1.160201941,0.988733302,0.983835878,1.03368342,1.020837149,1.135059547,1.028334554,0.938238648,1.064611836,1.056706098,1.449554824,1.326000168,1.233277748,0.995149203,1.158762595,1.00033893,0.87831206,1.20918316,0.932053868,1.120399159,1.005435737,0.924895956
20151130,1.046228812,1.175974971,0.987217605,0.991784771,1.030662629,1.02031969,1.134575927,1.028119937,0.932622184,1.052232904,1.056706098,1.446842439,1.316672283,1.230587856,0.985021504,1.162923492,1.017972206,0.876153868,1.185865897,0.932280087,1.116038161,0.99598944,0.917593742
20151201,1.044915754,1.167404733,0.986663631,0.99046713,1.02981506,1.016850778,1.139776146,1.015611802,0.93196088,1.0510041,1.054944723,1.459579751,1.321060216,1.230527341,0.982954852,1.156683341,1.021188916,0.881380443,1.176972671,0.932332182,1.111089571,0.998872383,0.926954631
20151202,1.053215513,1.156767184,0.99644619,0.988120661,1.02820934,0.996565475,1.137836037,1.015911012,0.923536272,1.049876342,1.047991369,1.452734764,1.315055398,1.226097471,0.980368627,1.153898385,1.011742096,0.883829512,1.18164021,0.930825314,1.109704909,0.994107072,0.922100948
20151203,1.039537136,1.15219059,0.994754851,0.988120661,1.027238632,0.993918651,1.134576151,1.017851706,0.9232197,1.042898397,1.045324996,1.459460868,1.314997833,1.226305024,0.980918537,1.157535396,1.009884583,0.875433489,1.175813896,0.933044233,1.108342047,0.998909136,0.894711727
20151204,1.03754613,1.143344347,0.982116348,0.969020894,1.031066747,0.990870178,1.13281328,1.015103906,0.932958909,1.043523479,1.045324996,1.459488096,1.330623845,1.225800231,0.971420701,1.153750887,1.014675827,0.870894659,1.170177762,0.9329158,1.096453415,1.004029597,0.892405629
20151207,1.035857811,1.147219834,0.980622709,0.967523607,1.027278367,1.012513699,1.140380674,1.015103906,0.934661806,1.050893895,1.045571659,1.454764005,1.34192574,1.235217947,0.981715591,1.167602953,1.0195398,0.889687199,1.159146157,0.929082885,1.101109357,0.992068703,0.890450431
20151208,1.04424209,1.165607463,0.978254468,0.965870235,1.049048338,1.015363284,1.144686946,1.014996164,0.92855032,1.053333404,1.050682244,1.478715868,1.348435446,1.24357645,0.985272483,1.167724403,1.015991618,0.897361864,1.169922725,0.925173552,1.097415065,0.995134389,0.905871702
20151209,1.043585505,1.160522249,0.97546134,0.966443051,1.04096446,1.009752081,1.138836507,1.014700671,0.921712591,1.064971356,1.045915817,1.484694426,1.344548448,1.264338293,0.985272483,1.17202566,1.033838687,0.901473203,1.176241457,0.924754663,1.104435447,0.993001916,0.91311641
20151210,1.040457611,1.160083012,0.975285559,0.961220015,1.043260494,1.006202535,1.133148119,1.004970684,0.918772263,1.061561247,1.041393317,1.487664439,1.345076376,1.267529241,0.982088323,1.178697501,1.049150662,0.906160528,1.183737291,0.924638372,1.109946343,0.986878433,0.920409978
20151211,1.039157734,1.164421709,0.977201376,0.956132978,1.059162201,1.007462171,1.13181034,1.001157098,0.922127286,1.056028898,1.041393317,1.49173843,1.37071938,1.262690793,0.980447515,1.170961449,1.073975106,0.904428673,1.21446376,0.926180876,1.110789329,0.992378938,0.914400487
20151214,1.031963535,1.155998215,0.971527216,0.962922791,1.056780199,1.008200978,1.130339624,0.995784113,0.916777908,1.053457074,1.040574696,1.494863907,1.364256086,1.258258266,0.977691868,1.174926994,1.057203579,0.912510561,1.201553103,0.925842154,1.110053607,0.986973092,0.907818233
20151215,1.028711137,1.149853668,0.9706175,0.96646553,1.05776459,1.001724823,1.128150589,0.995784113,0.914202627,1.056706094,1.03571802,1.486245405,1.35707915,1.266741885,0.977691868,1.176161899,1.056208283,0.909899895,1.208216697,0.926900257,1.108178815,0.991059315,0.9085319
20151216,1.029411326,1.149008211,0.969368528,0.96646553,1.055527857,1.000010756,1.12516176,0.995250097,0.913851367,1.053878871,1.03571802,1.484546096,1.353498124,1.266031105,0.979184613,1.176078668,1.054197635,0.910113061,1.208028624,0.938580858,1.109325482,0.996345153,0.908364875
20151217,1.032751212,1.150618018,0.964090364,0.963544735,1.064371466,1.018074753,1.130767876,0.996062716,0.914318461,1.063917124,1.039438921,1.510115875,1.353934222,1.264604534,0.977955297,1.174488505,1.045385088,0.90868144,1.219331224,0.937715469,1.095655585,0.996774658,0.920297572
20151218,1.031467523,1.164050795,0.964797879,0.974472715,1.083635759,1.015166975,1.133241599,0.996045315,0.917296097,1.063664041,1.037311687,1.538646134,1.351248217,1.268756265,0.976041865,1.170337414,1.057599254,0.910240305,1.239334354,0.936081229,1.09050817,1.010903974,0.930618361
20151221,1.028450809,1.1581413,0.96187877,0.983583731,1.070401683,1.024186054,1.123527131,1.001998422,0.910543807,1.062659027,1.037935976,1.528596952,1.346462358,1.261837692,0.984329866,1.184239616,1.043440675,0.915594525,1.232496806,0.927052043,1.085413343,0.990885625,0.94976834
20151222,1.033247132,1.157714949,0.964609565,0.972686686,1.073906538,1.02186945,1.118742164,1.003652077,0.910154289,1.063890992,1.036233806,1.527361317,1.345685885,1.259756756,0.984329866,1.179913117,1.041369222,0.91626351,1.228754415,0.929842522,1.086602921,1.00255119,0.948339783
20151223,1.034255305,1.154581341,0.964609565,0.972358223,1.071754035,1.02008462,1.118389846,1.003652077,0.909612724,1.063217089,1.036233806,1.526149178,1.339468954,1.265994989,0.986503595,1.181641607,1.035644866,0.917973652,1.223761979,0.927179556,1.090482397,0.992725414,0.957630937
20151224,1.03410634,1.154347019,0.959704083,0.970588425,1.067951076,1.009395432,1.114433475,1.002356989,0.910183474,1.05670855,1.033520296,1.524887126,1.337516498,1.267470104,0.986503595,1.18136061,1.033321517,0.91832588,1.224471728,0.925544765,1.090183926,0.98508237,0.9607077
20151225,1.032907319,1.154039249,0.960095795,0.967745025,1.067671185,1.005116806,1.112447237,0.999214741,0.910272923,1.055670011,1.033520296,1.521063722,1.341817355,1.269479066,1.001223098,1.17859331,1.029669553,0.91622899,1.228241103,0.922434192,1.090180157,0.978494909,0.95917049
20151228,1.040088963,1.142721246,0.959541671,0.965043641,1.068432473,1.002907961,1.114595424,0.999214741,0.901411959,1.047136001,1.033520296,1.525755608,1.347517616,1.268307711,1.000986959,1.18067848,1.026942687,0.916316655,1.236642774,0.919381163,1.090890446,0.978326822,0.981588574
20151229,1.044298599,1.140287405,0.959638741,0.980883541,1.077502203,1.03081192,1.127550673,0.997363885,0.905980919,1.076057124,1.041467427,1.5349432,1.358868952,1.272722768,1.003921857,1.184512548,1.035733467,0.91767016,1.248447526,0.930835107,1.092955995,0.97883969,0.99539439
20151230,1.043713203,1.132685753,0.961333293,0.975563018,1.0810342,1.020405125,1.120410194,0.996921008,0.905980919,1.072806828,1.04169378,1.522672952,1.355347928,1.264164308,1.000596554,1.186475054,1.032871826,0.916775752,1.24683336,0.925781781,1.095326485,0.978661326,0.988897881
20151231,1.04322623,1.138299479,0.961226349,0.968333376,1.083040772,1.016614495,1.116553622,0.996333022,0.900118474,1.064071099,1.04169378,1.524624327,1.354457466,1.263046541,1.001013852,1.18316129,1.036738721,0.918424535,1.242744849,0.923029582,1.095326485,0.974775118,0.981263786
20160104,1.045409877,1.13180181,0.970260574,0.982301313,1.090813906,1.012604732,1.114840837,0.992759041,0.902689365,1.069983539,1.03727489,1.54467918,1.367950229,1.271398784,0.997974655,1.17774792,1.04741417,0.919655226,1.240435478,0.930380097,1.094753386,0.990016186,0.987404218
20160105,1.046281769,1.135579498,0.969469333,0.981638268,1.091931981,1.016762391,1.118204063,0.992909253,0.905285056,1.077496114,1.03727489,1.554489885,1.363950014,1.274474294,0.998181389,1.174081631,1.059091963,0.915943132,1.247886366,0.937484711,1.095061267,0.992271481,0.983101002
20160106,1.047008591,1.144841787,0.968964655,0.981756137,1.090009586,1.03473838,1.127177406,0.99445364,0.904063464,1.07618605,1.037013965,1.559875484,1.36972006,1.272443844,0.998181389,1.171046994,1.061848819,0.920422882,1.249812285,0.931291379,1.096247924,0.995734698,0.984029406
20160107,1.045583673,1.138979837,0.962417216,0.981607363,1.096589943,1.032431012,1.123983557,0.99445364,0.905628328,1.072682901,1.037620052,1.562499988,1.367213786,1.26613476,0.998285132,1.179526279,1.054679621,0.921726382,1.249414862,0.933437073,1.094703009,0.992527789,0.97819673
20160108,1.044684249,1.153739715,0.96123416,0.98109934,1.081342999,1.031257279,1.123181111,0.99471593,0.896051688,1.069196917,1.037620052,1.564768514,1.364746121,1.260971341,0.994568827,1.17800721,1.046846607,0.924763062,1.235375263,0.94576165,1.104074562,0.98683168,0.972281919
20160111,1.05459629,1.131838878,0.955995944,0.977813853,1.091077459,1.030161545,1.126185466,0.994929336,0.89435158,1.096757457,1.041629399,1.57852902,1.380680964,1.273471756,0.993514049,1.175655765,1.048474722,0.929476947,1.250471886,0.942824904,1.101962618,0.98617626,0.997585109
20160112,1.054208146,1.126555668,0.968886803,0.988380614,1.08979287,1.02320418,1.12430169,0.994929336,0.89120688,1.089804231,1.039593749,1.576524007,1.374856674,1.296295635,0.990802143,1.173539695,1.069225063,0.935614988,1.242661684,0.935431824,1.10011324,0.991611913,0.983873361
20160113,1.052076447,1.109451969,0.965722501,0.976697436,1.090041345,1.021708269,1.120410007,0.994699637,0.890292108,1.095785214,1.039593749,1.585322231,1.380040752,1.284913181,1.02581804,1.174389464,1.06895692,0.933291399,1.239171382,0.9325094,1.099514084,0.985847906,0.988627828
20160114,1.053626934,1.118140266,0.963675429,0.980505119,1.095239105,1.016072142,1.12488995,0.994630433,0.88828729,1.103968634,1.03822935,1.60374017,1.377019069,1.288575985,1.024976626,1.176654774,1.057372446,0.928467416,1.236005762,0.943452177,1.096787783,0.987431882,0.985878717
20160115,1.05329418,1.111915074,0.963592912,0.980308552,1.093745429,1.015938772,1.125514967,0.987210623,0.887146733,1.107956361,1.037877943,1.600040619,1.373944509,1.286940302,1.029339216,1.171504885,1.049309577,0.930164581,1.243242657,0.948508992,1.108510503,0.989324153,0.995888931
20160118,1.054518626,1.09386082,0.978931727,1.004263023,1.106481954,1.028552039,1.124927859,0.988399928,0.89908384,1.138631144,1.037726448,1.643124208,1.3730798,1.283069925,1.059779018,1.170287705,1.049682075,0.927729538,1.257897859,0.966021217,1.12400171,0.995645988,1.028923132
20160119,1.054658683,1.083646854,0.971915279,0.992637044,1.10544143,1.021430636,1.121580047,0.988488024,0.895455968,1.127662463,1.037726448,1.64536408,1.368223062,1.289872592,1.038902557,1.17298875,1.047964614,0.925925944,1.246342127,0.960825259,1.12473252,0.987245967,1.032975277
20160120,1.060685913,1.092455702,0.973797601,0.992192518,1.106002221,1.028315372,1.133109749,0.987560349,0.895428551,1.139020404,1.047186327,1.637504646,1.382147661,1.305242739,1.047008738,1.172988848,1.056349842,0.925686164,1.253994462,0.969221553,1.128985558,0.988444153,1.037016188
20160121,1.061946285,1.085883601,0.978857713,0.991172194,1.113186942,1.044781269,1.122916511,0.986976428,0.895013882,1.141806914,1.046048626,1.633998353,1.372880225,1.302715293,1.055445824,1.172643264,1.053139577,0.923117348,1.254182142,0.96704672,1.128985558,0.988063041,1.035220902
20160122,1.060874045,1.074922367,0.977948994,0.998469692,1.115029233,1.04629591,1.130787492,0.985654615,0.88684644,1.142937007,1.046851616,1.635162456,1.36858869,1.288000538,1.045591327,1.169484842,1.060335847,0.921728192,1.250785402,0.961216067,1.128741709,0.998554623,1.037765105
20160125,1.061949982,1.06511479,0.976949117,0.99827178,1.121198424,1.045304832,1.133426418,0.985804718,0.890681805,1.138403804,1.046851616,1.647197292,1.377043018,1.290215152,1.047635601,1.167935944,1.070752722,0.919830101,1.260207624,0.960279081,1.128998754,0.998096555,1.03603115
20160126,1.060528613,1.066336474,0.976032926,0.995931482,1.125585791,1.046927049,1.135928796,0.985804718,0.887540137,1.139290354,1.046905905,1.650118921,1.369865346,1.284566851,1.047344561,1.17208334,1.070048731,0.917607298,1.265410869,0.961514764,1.131593211,0.993469253,1.021182733
20160127,1.061361247,1.065692903,0.974209726,0.995633013,1.117835962,1.038547444,1.132850144,0.987314635,0.887531132,1.143750563,1.046678603,1.643184723,1.364239471,1.279936046,1.041913244,1.165680561,1.06851033,0.913461667,1.255665415,0.953692101,1.131103785,0.982286846,1.024663373
20160128,1.064814138,1.080957985,0.977449369,0.998099289,1.117738422,1.03772066,1.13326273,0.987314635,0.890348623,1.140894595,1.046783411,1.642709661,1.357480217,1.28642662,1.03902539,1.16060097,1.070291117,0.911118285,1.2586388,0.962074377,1.131070826,1.004435717,1.038582684
20160129,1.063110738,1.073879213,0.977161299,0.996941615,1.118166981,1.031680301,1.126244862,0.987795474,0.889414459,1.130130421,1.046982717,1.620094858,1.356574221,1.287525205,1.032230256,1.154939359,1.066773007,0.912540428,1.245228666,0.957548757,1.125296945,0.999216043,1.024389096
20160201,1.062405272,1.069620494,0.971821658,0.99391674,1.122134911,1.030328511,1.125648147,0.98697085,0.888236209,1.128926446,1.048319283,1.618191969,1.348039312,1.287358245,1.032230256,1.157717144,1.073136093,0.916502589,1.25095611,0.961186629,1.121575724,1.000720306,1.021635838
20160202,1.061808898,1.062634714,0.970945992,0.991425845,1.126098107,1.040032197,1.132350872,0.98697085,0.887762049,1.114545715,1.048319283,1.622105086,1.349857009,1.286876863,1.029335114,1.15767796,1.071721053,0.914133389,1.257474721,0.959345909,1.119750388,0.987265273,1.012840825
20160203,1.061389146,1.064844323,0.970297524,0.988610657,1.122253958,1.040463382,1.128166159,0.996424291,0.886289629,1.108682458,1.048319283,1.621432741,1.348001787,1.289208515,1.026864115,1.154456968,1.070419383,0.913152322,1.259957536,0.958021747,1.119359213,0.985158181,1.011333428
20160204,1.064145304,1.076702896,0.970523031,0.988238911,1.121014647,1.03715341,1.124582321,0.99581408,0.890499165,1.115426299,1.048319283,1.608517952,1.337149479,1.305857852,1.029446077,1.154626636,1.083376325,0.912533649,1.268068333,0.963390688,1.122163401,0.973403005,1.016874339
20160205,1.064635354,1.084749956,0.970396717,0.986425244,1.117439089,1.042234091,1.134849006,0.993049115,0.890231394,1.117099232,1.048798159,1.615039998,1.334697419,1.301780942,1.032116094,1.160110462,1.08332745,0.909972856,1.269055302,0.966794934,1.116269266,0.980272747,1.024331076
20160215,1.073960317,1.087419896,0.970477165,0.985553617,1.116978796,1.042520645,1.129008308,0.993049115,0.890081209,1.132679915,1.04839223,1.609590556,1.341077879,1.308512193,1.0301067,1.155119601,1.091426439,0.912356065,1.269447252,0.967236785,1.116056671,0.993700673,1.057679199
20160216,1.073794686,1.086212242,0.968684441,0.988299409,1.112760363,1.043495313,1.128848128,0.995196148,0.89039375,1.131007365,1.047621446,1.610989375,1.329176174,1.31051149,1.029963251,1.149438883,1.087228257,0.910713047,1.266540069,0.967812933,1.119913196,0.997955915,1.053807944
20160217,1.074000382,1.078485479,0.96747587,0.989222057,1.119308303,1.041311018,1.127848976,0.994766008,0.89039375,1.124999011,1.047619415,1.614305994,1.340468938,1.306229887,1.049356406,1.148669797,1.095238225,0.911063009,1.271010154,0.967812933,1.119108042,0.992776279,1.050966236
20160218,1.074296803,1.061647644,0.961851848,0.989206883,1.114949229,1.03518075,1.123555246,0.994766008,0.888170487,1.117457842,1.046455337,1.612056221,1.340980107,1.304612842,1.054606953,1.145835466,1.087470937,0.911425031,1.272833917,0.963192829,1.118201235,0.983792032,1.044971213
20160219,1.074972464,1.072247373,0.956674041,0.976922161,1.108137038,1.029053922,1.124642154,0.996791611,0.884977426,1.110107479,1.046455337,1.607255976,1.335302763,1.305815266,1.055365219,1.145606619,1.091601242,0.904573753,1.271592928,0.968970281,1.131953463,0.993922791,1.055851465
20160222,1.083248651,1.074828654,0.952984362,0.987859391,1.104489811,1.020906025,1.130296429,0.996791611,0.883302931,1.111995664,1.049247016,1.607415008,1.335019357,1.308461745,1.048137299,1.153684615,1.077248194,0.913158235,1.273712724,0.997226667,1.132711515,0.966418036,1.040671415
20160223,1.083043771,1.08659858,0.946039505,0.981581495,1.108629861,1.023509229,1.131787719,0.993600609,0.884426356,1.108560426,1.049300214,1.609569948,1.331651934,1.308657232,1.04941698,1.156219936,1.076715784,0.915355537,1.282560827,0.999834531,1.138895161,0.977092447,1.025204159
20160224,1.083016089,1.087255995,0.94719752,0.969137875,1.10624449,1.021151596,1.129409886,0.996780405,0.885009028,1.10729803,1.04918323,1.622276758,1.323301539,1.305124772,1.045046103,1.155590679,1.074754009,0.909680337,1.279700261,1.0006339,1.138180174,0.974683644,1.019906527
20160225,1.082620749,1.073266435,0.949638151,0.97095019,1.101317104,1.020026279,1.128929848,0.994646503,0.881218797,1.105665162,1.04918323,1.617249387,1.323232561,1.314576243,1.040778128,1.143964027,1.077975368,0.904578907,1.29057767,1.00121758,1.133479406,0.975293435,1.029904386
20160226,1.081612148,1.070766798,0.938816985,0.958534386,1.092752099,1.013595057,1.124888062,0.993607239,0.879425179,1.108640782,1.048298503,1.617133287,1.321848295,1.318893439,1.05341376,1.140053071,1.067699153,0.905478502,1.282667166,1.008559125,1.132740838,0.96871364,1.035896345
20160229,1.079275847,1.06735247,0.942231163,0.95852245,1.09075629,1.003687184,1.122680145,0.992976635,0.878630764,1.098290605,1.048693525,1.594196782,1.335171754,1.313156282,1.048933664,1.166935391,1.069529233,0.906711719,1.304407214,1.005904225,1.133505925,0.978102671,1.026840605
20160301,1.079079528,1.074669611,0.932603393,0.951571091,1.091280571,1.002379878,1.11482709,0.994280274,0.88800002,1.114242621,1.048693525,1.598003276,1.339983988,1.297633054,1.04782167,1.178391504,1.079739361,0.905920412,1.285384493,1.001207974,1.133401223,0.971428704,1.031047277
20160302,1.083006666,1.052857682,0.931552737,0.948939035,1.088964222,1.003257052,1.12085987,0.990583121,0.887409629,1.10030006,1.048893978,1.587861762,1.336615778,1.297494104,1.047623655,1.1866453,1.083596216,0.912967029,1.298707468,1.000950751,1.133464386,0.965957182,1.016755898
20160303,1.097293273,1.061249998,0.92355376,0.949992104,1.094685383,1.004551258,1.122774369,0.99162934,0.888909211,1.121070223,1.049022134,1.584407946,1.327300571,1.283503096,1.047605136,1.18765304,1.078950449,0.913703686,1.296268186,1.002107777,1.130173119,0.967494066,1.007434678
20160304,1.090469322,1.089670189,0.921295498,0.955737596,1.092276892,1.002334449,1.12204579,0.985669207,0.887221715,1.143747063,1.049022134,1.577558187,1.32854537,1.27983232,1.041244638,1.195514047,1.073136204,0.919214184,1.31701286,0.975177754,1.127413099,0.968848938,1.028103505
20160307,1.095645087,1.061751513,0.928816284,0.972983462,1.087001387,0.996974818,1.109181551,0.98565878,0.902272668,1.16535657,1.047740013,1.557147548,1.322821219,1.309420693,1.024789545,1.164222336,1.068256828,0.910308945,1.302894854,0.999925247,1.12612665,0.999367202,1.010355575
20160308,1.093122807,1.035775909,0.948631445,1.006279298,1.104207638,0.978761803,1.100164873,0.988273737,0.845305066,1.184593857,1.041824628,1.59743352,1.315416318,1.32231736,0.958555097,1.179631676,1.058828739,0.910107762,1.313926334,0.995783495,1.110792329,0.985489067,1.02199306
20160309,1.100868794,1.038780828,0.950858956,1.01744775,1.104252698,0.971845056,1.102202469,0.982213881,0.838009918,1.214097755,1.041483138,1.587937179,1.318680265,1.322928265,0.964363069,1.155687995,1.059477977,0.909893436,1.302911849,1.027920112,1.106793428,0.995251967,0.99990492
20160310,1.093216881,1.029848636,0.938124783,1.011844126,1.099100497,0.975306242,1.09634526,0.980097536,0.825432426,1.242460093,1.041483138,1.604008249,1.327782217,1.329344029,0.945586637,1.152176395,1.054835172,0.902715714,1.299894616,1.017950969,1.106740494,0.975736396,1.007693923
20160311,1.093529224,1.049908079,0.933281793,1.018242367,1.109447889,0.983822577,1.121479155,0.980159306,0.824254745,1.240078626,1.049237488,1.597507006,1.314688116,1.328533343,0.956564838,1.168310029,1.055151837,0.91839232,1.307522539,1.009555111,1.113978466,0.954541301,1.011305627
20160314,1.093529224,1.033568432,0.94269435,1.018323001,1.108292623,0.990631049,1.129840003,0.984177985,0.819471124,1.25494482,1.046046607,1.594102593,1.317058887,1.31029758,0.918026353,1.162842956,1.04713916,0.911004237,1.299491122,0.990665464,1.113387005,0.954126586,1.004181253
20160315,1.09503996,1.058456963,0.94931726,1.023224784,1.107624341,0.991383868,1.12727844,0.981270014,0.819918948,1.258042103,1.045383128,1.605295829,1.315914756,1.314612588,0.918658849,1.174739885,1.045925876,0.906794042,1.3004,1.011664064,1.109036764,0.95150022,1.005908302
20160316,1.095275711,1.053932956,0.948419735,1.023763587,1.103493495,0.994820254,1.12322921,0.979593677,0.818484446,1.26182442,1.045736372,1.595989025,1.315450244,1.324573201,0.921552762,1.178386176,1.044806803,0.910627426,1.295968654,1.015230219,1.108918493,0.950671041,1.006397751
20160317,1.093968013,1.068024778,0.940954579,1.035033293,1.111640518,1.012373229,1.133484566,0.982524968,0.818967443,1.246941763,1.050912731,1.60718857,1.324397109,1.321774082,0.917608253,1.173818836,1.047874189,0.9248728,1.288879238,1.04386101,1.112118201,0.949948682,1.010699199
20160318,1.091265818,1.07066949,0.920846617,1.021325296,1.100114793,1.006427115,1.13515311,0.984018959,0.820447413,1.23621544,1.050661013,1.619417945,1.318245579,1.318117097,0.89855615,1.167583225,1.036355011,0.92665675,1.276210981,1.026248993,1.108542716,0.922452142,0.996900042
20160321,1.090612481,1.053548787,0.924791326,1.022176716,1.09678395,1.000999192,1.134630692,0.975668703,0.827729318,1.229300767,1.042020036,1.609638637,1.319211432,1.33484802,0.913954077,1.163698271,1.029242272,0.924110866,1.272558017,1.00862724,1.110828716,0.891677108,1.007937288
20160322,1.095394519,1.04089516,0.924377081,1.024645306,1.090912972,1.007968904,1.130291566,0.98654063,0.81915549,1.25346294,1.039377331,1.612891148,1.313588951,1.329007598,0.911916445,1.160401661,1.027762437,0.927309804,1.276353938,1.010010592,1.110791033,0.889116059,1.011906974
20160323,1.101870411,1.002928247,0.930528116,1.019224962,1.086013812,1.016754634,1.138274908,0.994232966,0.818538192,1.244132595,1.039731222,1.606864397,1.316159476,1.321336608,0.897866098,1.168498916,1.028830574,0.937954718,1.278431459,1.022464023,1.111029992,0.909187414,1.018901464
20160324,1.092437214,1.027255096,0.942391092,1.029273969,1.085223172,1.010838097,1.133758797,1.002219595,0.822381422,1.271676605,1.039109718,1.643868252,1.313705039,1.342278542,0.908078301,1.16206862,1.035260847,0.935646042,1.27879396,1.022016601,1.110757721,0.904536482,1.01282953
20160325,1.090945995,1.047651391,0.942277611,1.029459019,1.084279794,1.022439248,1.139966814,1.002996759,0.822381422,1.264676653,1.037483688,1.645590832,1.315952024,1.359214545,0.904734618,1.163369945,1.022566292,0.934393562,1.280030243,1.033479576,1.110897559,0.917920546,1.016389133
20160328,1.101055354,1.06432746,0.931585934,1.028591897,1.093266845,1.008429676,1.139688593,1.007821421,0.817490734,1.253304956,1.033777311,1.619616881,1.319206066,1.341206968,0.910750751,1.157787571,1.018329406,0.936075059,1.286362265,1.062448526,1.110848973,0.933826966,1.030881582
20160329,1.101606379,1.058645175,0.938349867,1.024773834,1.086314288,1.010208288,1.145250936,1.013240387,0.815857135,1.251636107,1.027312544,1.606915066,1.314807567,1.338966412,0.913681898,1.159467793,1.022860894,0.934676145,1.282944951,1.056532847,1.114175372,0.928587489,1.039763606
20160330,1.100310795,1.060501849,0.937902341,1.023131966,1.08827842,1.01405073,1.146105196,1.013080353,0.816763565,1.252753881,1.03529198,1.599633151,1.315737445,1.336204467,0.920226006,1.164532365,1.022247581,0.927951295,1.289977772,1.061270941,1.123215052,0.940510735,1.028801753
20160331,1.098111945,1.053588258,0.94984823,1.04314968,1.097881883,1.015911465,1.146664868,1.025040453,0.814609176,1.273565481,1.036248486,1.610947592,1.316715114,1.332515857,0.920042237,1.160793243,1.017715768,0.924699903,1.281158419,1.074231974,1.123824314,0.942149108,1.009575157
20160401,1.107908624,1.05069931,0.945034386,1.033516474,1.10085573,1.016839428,1.168883168,1.022686271,0.809898247,1.273509374,1.037260067,1.614644376,1.325302798,1.330312986,0.918760489,1.156579447,1.013118183,0.922642011,1.287997816,1.064246357,1.128807151,0.945597753,0.999689101
20160405,1.105619306,1.03513098,0.947382429,1.029382738,1.099384643,1.013196379,1.170417594,1.023159261,0.807395224,1.269505761,1.037260067,1.617521289,1.327411715,1.334384308,0.918241735,1.158906788,1.011795304,0.924725145,1.287589336,1.039032313,1.128807151,0.935908334,1.009590685
20160406,1.105297495,1.03862296,0.949727102,1.036556854,1.088294625,1.014759025,1.177762706,1.018447802,0.804126288,1.270592868,1.037260067,1.629258822,1.33204081,1.336282233,0.908531058,1.162018004,1.003961386,0.92730055,1.284218943,1.044411557,1.128807151,0.937201047,1.010315681
20160407,1.10231359,1.049414152,0.957352716,1.021389488,1.08380322,1.014882939,1.178266274,1.017124429,0.803291578,1.269337899,1.042743658,1.631941476,1.331570826,1.329642894,0.902690212,1.165686887,1.002263392,0.929485383,1.284818174,1.056534419,1.128785036,0.942447363,1.011321563
