date,a,i,j,jm,m,p,y,CF,FG,MA,OI,RM,SR,TA,ZC,ag,al,au,cu,hc,pb,rb,ru
20150615,1.020994609,1.090076489,1.021840749,0.970861308,0.908922167,0.951265315,0.92071222,1.008519328,1,0.975516529,1,1.127521304,1.197186819,1.116081773,1,0.985052966,0.976486006,0.960028882,1.12481437,0.975085515,1.016333124,1.072849379,0.981775026
20150616,1.018483363,1.106065258,1.021036805,0.968071114,0.911002492,0.96174136,0.93395003,1.00843093,1,0.9742599,1,1.131076547,1.200154492,1.124558882,1,0.983271683,0.975560984,0.956022551,1.123017544,0.973710383,1.017437477,1.082676299,0.982390302
20150617,1.0244448,1.114213652,1.003164119,0.974186052,0.890191949,0.956661741,0.927733246,1.008243791,1,0.964188959,1,1.102980046,1.194596523,1.122445612,1,0.978202055,0.974033842,0.956587682,1.123577052,0.971845302,1.017216583,1.077122871,0.972401611
20150618,1.025528944,1.111132127,1.003138083,0.972485502,0.892330431,0.95075615,0.933148022,1.008859215,1,0.973364822,1,1.109907138,1.189889668,1.138290225,1,0.97365844,0.972383995,0.962154608,1.11203701,0.971955183,1.025642541,1.082533774,0.978982802
20150619,1.02364674,1.11264926,1.002779404,0.971821263,0.903307867,0.955761064,0.9333917,1.005442339,1,0.972627668,1,1.109519526,1.187445279,1.134768631,1,0.984565504,0.971263815,0.962329663,1.108875593,0.972808099,1.025935009,1.084229164,0.979154743
20150623,1.024350599,1.107811006,1.001722642,0.971252952,0.898061363,0.961760859,0.93370534,1.004638446,1,0.980966526,1,1.106677135,1.184269703,1.133355193,1,0.978829581,0.971201316,0.96181108,1.111246128,0.97289902,1.026542839,1.079517473,0.972318683
20150624,1.024451301,1.124014605,1.000623589,0.970413164,0.900132278,0.964226856,0.9317196,1.004638446,1,0.98888193,1,1.102338667,1.185049827,1.140446723,1,0.978257244,0.971720058,0.960929451,1.112421053,0.972687446,1.019408291,1.075088583,0.97005287
20150625,1.02408344,1.138395251,1.000187037,0.970408336,0.901774456,0.963178896,0.928279938,1.006787543,1,0.985174418,1,1.102637287,1.190273071,1.14013975,1,0.976114309,0.971149906,0.961237455,1.123461388,0.97391655,1.020250953,1.082656386,0.962655143
20150626,1.020777332,1.138551143,0.999131513,0.96982494,0.894830228,0.958457221,0.932200685,1.007151239,1,0.98641139,1,1.103852363,1.192579738,1.140288975,1,0.98065176,0.970702467,0.961270638,1.13656727,0.973035355,1.020346245,1.087624384,0.962089222
20150629,1.02355394,1.142042451,0.999108719,0.969594458,0.901562722,0.952595007,0.933088977,1.005027604,1,0.982358602,1,1.09609705,1.203008849,1.143153139,1,0.975743987,0.970026643,0.964502114,1.126256057,0.973533986,1.024529035,1.101324696,0.956482286
20150630,1.022932465,1.151417624,0.993342573,0.958260731,0.90252821,0.945772233,0.930778153,1.005027604,1,0.989997349,1,1.093006778,1.202364293,1.161493437,1,0.98767461,0.970921822,0.965201092,1.124515981,0.964620383,1.024457757,1.065462948,0.938427167
20150701,1.016683887,1.151329856,0.992444953,0.954214618,0.886866648,0.944565562,0.95278653,1.009148375,0.998366451,0.989292471,1,1.143830828,1.19385187,1.156635151,1,0.99343768,0.968790468,0.966029746,1.120314411,0.964548352,1.022185757,1.060375065,0.959093953
20150702,1.014263823,1.150966185,0.992444953,0.951844441,0.886677231,0.946525788,0.951024394,1.009171264,0.998492344,0.990890638,1,1.147588599,1.194682033,1.15665864,1,0.987807866,0.967847882,0.965166191,1.114921415,0.964866129,1.031736469,1.059301681,0.951796983
20150703,1.010646896,1.16144353,0.991553993,0.960610684,0.891908126,0.943287089,0.951808969,1.009011198,0.999020957,0.995312493,0.99991687,1.123485901,1.191175387,1.165030522,1,0.984569142,0.968436157,0.965884831,1.112936752,0.965725261,1.031616807,1.05793683,0.959087072
20150706,1.008149664,1.184755929,1.004400551,0.966572401,0.897716208,0.917087346,0.966164577,1.013045308,0.989623811,0.980641988,0.991566319,1.138417277,1.208654873,1.165299774,1,0.983291225,0.9696742,0.965522743,1.127100792,0.978831413,1.031616807,1.074813209,0.947547646
20150707,1.006854451,1.231096013,0.99413812,0.947213577,0.88982861,0.912804039,0.960824,1.009279305,0.998169749,0.984907819,0.984454461,1.200659567,1.202831358,1.16703128,1,0.985351915,0.97388616,0.967688876,1.128433535,0.994069016,1.031689177,1.070228657,0.962324078
20150708,1.011836522,1.189935298,0.959361507,0.933276766,0.893002458,0.915352771,0.980254051,1.029758501,0.97192576,0.977783723,1.009703475,1.201948887,1.196106839,1.150572985,1,1.018037962,0.960616821,0.955088027,1.11167036,0.967388921,1.017885696,1.054973351,0.945364885
20150709,1.044878279,1.279246647,0.976705031,0.975088089,0.947949977,0.997175077,1.046310428,1.048512456,1.038215543,0.976794731,1.048986442,1.257452984,1.256668372,1.137851365,1,1.056680054,0.972050535,0.953343577,1.122553192,0.95190727,1.030721705,1.088760276,0.948206054
20150710,1.069275681,1.291169343,0.984022291,0.975088089,0.935192318,1.00858238,1.048397641,1.047322288,1.036288692,0.991502715,1.052320801,1.263884162,1.252242625,1.126171808,1,1.050021979,0.970624578,0.95187959,1.126846011,0.957704648,1.035095012,1.080460541,0.937850185
20150713,1.068977818,1.276187274,0.980387592,0.975088089,0.923402695,1.006903478,1.068950804,1.047985614,1.035843258,0.991106436,1.056313329,1.270027792,1.24571574,1.126738247,1,1.051631805,0.970789351,0.952064534,1.128727354,0.957166984,1.03615496,1.078095074,0.936504886
20150714,1.069006872,1.275801945,0.97489402,0.97523951,0.946581433,1.007798224,1.082153592,1.048848399,1.035032957,0.988153727,1.052659289,1.282576505,1.24171254,1.120977275,1,1.053086345,0.973759691,0.951828976,1.124932711,0.955764312,1.036094455,1.075616337,0.92942125
20150715,1.060631718,1.270080948,0.971156481,0.980485732,0.955351452,1.011793599,1.087751789,1.048536281,1.0289655,0.977263001,1.05694243,1.270300816,1.245851639,1.117483628,1,1.052948357,0.973700094,0.954548051,1.121658918,0.952180643,1.03609159,1.067610007,0.924244297
20150716,1.05999434,1.251990064,0.975985206,0.975235833,0.955940429,1.009895392,1.088941253,1.048352268,1.025296836,0.980920937,1.057081738,1.301140464,1.239344726,1.127716278,1,1.050187142,0.968424647,0.953082831,1.112307605,0.949047558,1.034446493,1.067826578,0.902290991
20150717,1.065391191,1.246426432,0.975985206,0.974406591,0.980560514,1.006741806,1.081364616,1.048352268,1.025267794,0.972506567,1.06398496,1.338523384,1.254836558,1.132731739,1,1.052985146,0.96838515,0.953476354,1.111175996,0.949019454,1.034446493,1.063926496,0.910619094
20150720,1.066208299,1.272015578,0.975985206,0.974709223,0.975136336,1.00455015,1.085976936,1.043514738,1.032999741,0.980032834,1.066506085,1.321959529,1.248112295,1.144407358,1,1.050456778,0.968304378,0.925422916,1.098628999,0.962044332,1.034306355,1.084810616,0.904792695
20150721,1.063887958,1.28723762,0.986556814,0.989879659,0.978858107,0.991833928,1.082611745,1.040961907,1.029658629,0.98513401,1.060991199,1.330849575,1.248721773,1.132521903,1,1.052190464,0.968216917,0.920134324,1.09907326,0.963906639,1.0342366,1.094943622,0.900941684
20150722,1.0622682,1.257276769,0.984296881,0.989879659,0.981715401,0.989766176,1.084759318,1.040961907,1.029550586,0.981321885,1.055746287,1.335814505,1.243676279,1.127528296,1,1.059626296,0.968049021,0.907477184,1.116157792,0.97051825,1.036083291,1.105742257,0.886621531
20150723,1.064416108,1.268280486,0.984608036,0.989683069,0.98385985,0.981213699,1.077789242,1.04038609,1.025843149,0.982273398,1.058472598,1.324479025,1.248799918,1.122694904,1,1.063671015,0.968888847,0.912933068,1.117139844,0.970118462,1.03730494,1.113001672,0.87941154
20150724,1.061158045,1.271282107,0.981889276,0.988526939,0.970418622,0.976086484,1.074506846,1.039507412,1.030943003,0.988352624,1.055382864,1.334814033,1.24378144,1.114568821,1,1.074013648,0.967812584,0.923825086,1.137575362,0.969642822,1.037248521,1.104623084,0.900903927
20150727,1.058488356,1.267954356,0.984090812,0.98346904,0.96317026,0.977893667,1.071378169,1.037138859,1.039547878,0.980251938,1.05529175,1.324740043,1.235880506,1.096322735,1,1.08327373,0.965120227,0.94127638,1.134047611,0.970900779,1.036409647,1.11096747,0.888179924
20150728,1.062077048,1.218116946,0.986345176,0.982480984,0.962098086,0.974258273,1.071804578,1.036753808,1.037200361,0.983602561,1.05529175,1.326595135,1.241477974,1.084428509,1,1.084912463,0.962328718,0.941174543,1.141074021,0.967296556,1.036310567,1.108825942,0.899536566
20150729,1.062885874,1.218551182,0.97985036,0.966120557,0.965485543,0.970312739,1.070997473,1.038868622,1.032161173,0.989160362,1.055466546,1.334733517,1.242648792,1.080730247,1,1.086851957,0.962090588,0.939863182,1.136927767,0.966939753,1.034642177,1.100193887,0.898859817
20150730,1.06093151,1.260330357,0.988155438,0.974418405,0.965573407,0.969156477,1.070454122,1.03819229,1.032235791,1.007155493,1.053909309,1.343007439,1.261890607,1.085005911,1,1.096096081,0.962369306,0.936735872,1.141380962,0.970432189,1.034088704,1.108664217,0.906714579
20150731,1.05894042,1.259986836,0.99692112,0.974204598,0.965074301,0.972796838,1.073232063,1.042752067,1.033977278,1.003095697,1.051945458,1.346456041,1.260700258,1.093466969,1,1.100000174,0.961378727,0.934147379,1.135694257,0.966580571,1.034305382,1.112245559,0.905524296
20150803,1.058539079,1.256324493,0.996860427,0.971394806,0.975839107,0.967188428,1.061915919,1.042484945,1.022433906,1.049334957,1.055190831,1.353207777,1.276953367,1.111094799,1,1.095240768,0.971639124,0.935424349,1.124179262,0.970658801,1.036355697,1.102935576,0.914768032
20150804,1.057385981,1.253745886,0.996860427,0.971220488,0.991800779,0.969356402,1.073843608,1.037619185,1.016065649,1.044071377,1.055492189,1.36591052,1.281907129,1.103732321,1,1.075950208,0.971966052,0.927931052,1.121855118,0.971817748,1.04665631,1.106195446,0.879284503
20150805,1.056340579,1.266697197,0.995567273,0.971230321,0.993039775,0.971018378,1.069908535,1.037619185,1.016206906,1.035059178,1.053671009,1.361510495,1.286158918,1.127026087,1,1.072480116,0.970720133,0.923745677,1.1287609,0.971485283,1.046919346,1.106189396,0.871469015
20150806,1.070348114,1.266014925,0.995784493,0.971294297,0.989993583,0.975761369,1.077062865,1.031785352,1.016698778,1.050311876,1.053671009,1.355190922,1.296356089,1.138212666,1,1.070670604,0.97080557,0.919558943,1.125018431,0.971032844,1.045961148,1.103911842,0.867397513
20150807,1.065580598,1.258412076,0.993528278,0.971294297,0.979693593,0.951892058,1.079702367,1.032433173,1.017015493,1.053508639,1.053650611,1.353738613,1.285335828,1.124729378,1,1.064372689,0.96901835,0.918907859,1.112779051,0.9701925,1.045027342,1.100339329,0.870027767
20150810,1.064501617,1.257704623,0.990229556,0.970282,1.001728864,0.952256109,1.088454825,1.030431832,1.011111472,1.060165316,1.054877239,1.380347659,1.271816656,1.116283935,1,1.069501489,0.967684072,0.921215056,1.112592746,0.967145686,1.051752454,1.088039146,0.862848266
20150811,1.063697446,1.261385554,0.986400964,0.969498766,0.987385194,0.960115404,1.080462276,1.030556161,1.009588844,1.045294489,1.054109347,1.354567842,1.295832019,1.100247754,1,1.063573534,0.969086542,0.900818518,1.133180137,0.966778884,1.048940243,1.090314141,0.862417381
20150812,1.062217208,1.242335894,0.996747642,0.975171391,0.984680654,0.949274163,1.068831008,1.028808976,1.0065647,1.041072619,1.048838613,1.342591727,1.287495498,1.097903828,1,1.082369084,0.974541596,0.908797354,1.145291242,0.970774851,1.040678332,1.090118784,0.860769623
20150813,1.070080054,1.246310066,0.992314204,0.973381101,0.961966733,0.937169585,1.059170095,1.037000834,1.001881225,1.058701502,1.0509814,1.31916915,1.310701339,1.107569827,1,1.091285342,0.978060672,0.913016942,1.151485364,0.96777967,1.040210418,1.080387624,0.861413824
20150814,1.072286141,1.24484192,0.992314204,0.973115459,0.958298311,0.935386407,1.049261906,1.042404266,1.002019785,1.053589644,1.051174263,1.315241209,1.29847715,1.115935769,1,1.084787884,0.979018722,0.9068024,1.144234487,0.969252047,1.039884891,1.079048845,0.862437067
20150817,1.073649947,1.246089943,0.994800208,0.977080814,0.955250771,0.935719347,1.050643203,1.043765647,1.008613449,1.055984756,1.050220473,1.310172006,1.292298082,1.110155498,1,1.102097743,0.976919173,0.9128707,1.136299403,0.966868669,1.039995152,1.07703084,0.843640751
20150818,1.081147296,1.244942133,0.990623091,0.980145469,0.961389482,0.94518199,1.059826581,1.04369026,1.006323265,1.048042317,1.050220473,1.315039692,1.293516171,1.104445878,1,1.097456693,0.971680688,0.913408707,1.130721597,0.965672096,1.039317668,1.066138691,0.836323328
20150819,1.077943679,1.245267182,0.990623091,0.979765423,0.968412455,0.942038194,1.064743561,1.033918026,1.00787058,1.046987546,1.049837552,1.31737072,1.277711904,1.10108687,1,1.097708039,0.971604655,0.917926542,1.125026032,0.964255853,1.048017302,1.057583258,0.834997846
20150820,1.077872552,1.232042929,0.990607953,0.987460331,0.964196031,0.934045046,1.060052422,1.039132394,1.005931681,1.057028227,1.047659859,1.330760454,1.274264282,1.089057865,1,1.072166195,0.973658233,0.905888907,1.117625698,0.964318769,1.048035512,1.057265374,0.842342787
20150821,1.076005166,1.237828556,0.990562018,0.987239299,0.963771491,0.9265145,1.057836981,1.030252649,0.997184673,1.050288473,1.044917996,1.32288959,1.269681175,1.090804461,1,1.059451729,0.978002564,0.89376967,1.117361565,0.963940365,1.053047326,1.054902461,0.844535488
20150824,1.075244216,1.275544169,1.002311459,1.012279257,0.983763355,0.950312447,1.077772841,1.036017073,1.022819561,1.032167376,1.047695472,1.369974999,1.30249554,1.063385465,1,1.070374108,0.968560943,0.889988694,1.108419637,0.971416385,1.051975958,1.082040016,0.888602396
20150825,1.072432908,1.263466859,1.002311459,1.006347617,0.998723462,0.984183822,1.074494012,1.035370318,1.030282062,1.041078743,1.045764962,1.390397425,1.299423823,1.048637153,1,1.087096542,0.971251491,0.899383955,1.121864112,0.968290498,1.049535789,1.081964754,0.885355493
20150826,1.078866287,1.241802294,1.00215605,1.003132068,1.005934708,0.986036051,1.083458728,1.035974599,1.030431352,1.0192215,1.046416413,1.400836498,1.303287101,1.058757409,1,1.097462725,0.97549939,0.895770183,1.12997023,0.961435645,1.049654323,1.085486775,0.903067653
20150827,1.077676282,1.257096823,1.006695714,1.001500911,1.011969305,0.999625247,1.093410101,1.035974599,1.035715784,1.029058685,1.052455979,1.4170319,1.314399835,1.098239289,1,1.09312925,0.97549939,0.897864248,1.133582392,0.961464894,1.052681147,1.094145108,0.919366419
20150828,1.053674897,1.227918931,1.006210148,0.995299969,1.023726869,0.99891507,1.091367709,1.033187958,1.023865756,1.006251345,1.050336359,1.420211454,1.302475441,1.082830828,1,1.114301066,0.97549939,0.902524114,1.13834573,0.959463391,1.052044489,1.085655908,0.895128278
20150831,1.053649314,1.246876336,1.006457876,0.993251483,1.014263274,0.999447295,1.0901225,1.034469203,1.02537867,1.013819711,1.050967168,1.396666326,1.298408384,1.077116641,1,1.116098263,0.979641273,0.89617648,1.127698576,0.958445162,1.051674234,1.085302044,0.89689763
20150901,1.051384122,1.245623759,1.004913517,0.993622132,1.015665327,0.999421077,1.095764904,1.034469203,1.018389158,1.013252682,1.051374263,1.385182267,1.290497738,1.060966884,1,1.124095618,0.975647096,0.886765326,1.131118085,0.956208267,1.050069723,1.080566426,0.897534323
20150902,1.050060274,1.22736436,1.000245489,0.993185163,1.019397354,1.009398483,1.095900317,1.034469203,1.017855753,1.009295114,1.048610008,1.374599283,1.276657914,1.05578867,1,1.130685932,0.975677152,0.889470418,1.131782688,0.956079879,1.050381462,1.082866168,0.904391591
20150907,1.052482019,1.227314551,0.998990276,0.993300037,1.026708245,1.007633747,1.090479574,1.03430924,1.029853307,0.9942574,1.048610008,1.409240518,1.276954368,1.065557855,1,1.13042001,0.975615552,0.888737576,1.128927191,0.955573949,1.04981159,1.072234618,0.906537364
20150908,1.051515455,1.214790598,0.998990276,0.993300037,1.028012701,1.014749608,1.094117582,1.03430924,1.030746119,0.990806176,1.048610008,1.401752923,1.282677096,1.058988518,1,1.131135467,0.975483095,0.888998432,1.125035137,0.958324468,1.059058818,1.079709085,0.89421016
20150909,1.055936434,1.214695105,0.99817301,0.988642211,1.025889962,1.017424868,1.096131549,1.032783421,1.028973091,0.984444112,1.049073246,1.391760809,1.278923907,1.053055957,1,1.110214127,0.96884995,0.888753138,1.133399492,0.949840046,1.058877828,1.08442159,0.891051689
20150910,1.058389224,1.175586852,0.995642834,0.988642211,1.024446608,1.013411,1.092042436,1.03139072,1.026268047,0.980307762,1.048624359,1.390519906,1.319031314,1.047902075,1,1.104990728,0.973784199,0.892760245,1.142732319,0.947834884,1.057315143,1.084585486,0.885096472
20150911,1.057714198,1.183870552,0.996282908,0.990455001,1.021752998,1.01156603,1.088191732,1.032426103,1.034762837,0.976141167,1.048419009,1.399470908,1.316364286,1.062101316,1,1.104761706,0.973564953,0.888742395,1.139865302,0.94643135,1.057284816,1.083432213,0.878521921
20150914,1.053316167,1.16913109,1.003689805,0.9916597,1.03510798,1.009423765,1.08729372,1.032426103,1.031394881,0.985639312,1.048522822,1.390832631,1.317890297,1.069508418,1,1.091079721,0.96952171,0.883398783,1.135716415,0.942128728,1.05265526,1.075469578,0.879940682
20150915,1.054527532,1.181384346,1.000990304,0.988461505,1.034353728,0.996158369,1.094726649,1.029610429,1.03058004,0.985087143,1.060272497,1.389620292,1.308586349,1.081511002,1,1.089032235,0.961997988,0.880949897,1.131328411,0.932878319,1.052955089,1.078635315,0.871595366
20150916,1.050181572,1.18282746,1.00140684,1.006368198,1.027350862,0.985641686,1.090693418,1.029610429,1.02927818,0.979502466,1.061424477,1.383854779,1.307001519,1.085991187,1,1.089314289,0.960794669,0.880297905,1.126484249,0.933671634,1.052955089,1.078302235,0.870508589
20150917,1.049427621,1.169485885,1.00140684,1.006368198,1.031490791,0.985537231,1.093210451,1.030312588,1.028876665,0.971606988,1.061424477,1.387912639,1.303739112,1.090107182,1,1.079741148,0.960542308,0.875224557,1.119813827,0.933818627,1.052787137,1.063117273,0.86910987
20150918,1.046631507,1.174838223,1.000845665,1.006368198,1.02636433,0.982302314,1.088896018,1.030312588,1.026924506,0.965433648,1.061325861,1.394437943,1.31258695,1.086865637,1,1.071139841,0.961071105,0.878046155,1.118961144,0.933670094,1.052650427,1.063586868,0.86120398
20150921,1.050535634,1.172944118,0.997302978,1.004252719,1.027542755,0.99152485,1.081182111,1.032192611,1.022039171,0.969301963,1.063296036,1.395420867,1.324575112,1.095964556,1,1.085046845,0.953213391,0.8772335,1.110719163,0.935334512,1.052237247,1.050627725,0.863343389
20150922,1.04932826,1.191372366,0.998776073,1.009698944,1.027440342,0.99186032,1.090678746,1.032192611,1.015281173,0.961714304,1.064222464,1.39369287,1.322643609,1.094126556,1,1.082401835,0.949681061,0.875665048,1.119088436,0.934435335,1.052061537,1.043196425,0.865033584
20150923,1.048844236,1.188240634,0.998503072,1.008613124,1.026243617,0.985275824,1.089966565,1.03323122,1.015457171,0.956558661,1.064222464,1.397944173,1.310292022,1.101851353,1,1.077290997,0.948899814,0.877660884,1.124326634,0.93218319,1.052436141,1.044294368,0.857777357
20150924,1.046439017,1.18390888,0.997782475,1.008279939,1.027049009,0.983157426,1.087896171,1.03323122,1.016789017,0.95750326,1.06265753,1.404744306,1.306557115,1.094608282,1,1.073116707,0.948521198,0.87522368,1.11994215,0.932076358,1.052611712,1.047727607,0.847991163
20150925,1.042683227,1.183249111,0.997644965,1.007268122,1.031006521,0.99275173,1.105445788,1.038394425,1.014865543,0.953839889,1.060259387,1.415019548,1.305489166,1.083671873,1,1.079589452,0.947612991,0.872635656,1.127529891,0.930465683,1.051527054,1.051325409,0.852353853
20150928,1.045808532,1.204479285,0.997471269,1.010084083,1.035377619,0.997019962,1.105908418,1.045146442,1.014865543,0.952545831,1.060259387,1.425445118,1.303242821,1.082842581,1,1.075388671,0.946791663,0.868957867,1.133747697,0.933052429,1.051177458,1.056966605,0.853494924
20150929,1.030496508,1.195361212,0.996742857,1.005153351,1.027851284,1.004101346,1.11429854,1.045146442,1.012780978,0.930468365,1.059474294,1.411835073,1.316089081,1.084840082,1,1.082802732,0.950166435,0.865362936,1.125603222,0.931790515,1.052505309,1.040842571,0.859449588
20150930,1.029689139,1.194567241,0.996503427,1.004283115,1.028986915,1.004144004,1.11539887,1.046169453,1.010891605,0.929517818,1.059340153,1.416157589,1.333792549,1.087515124,1,1.075466644,0.947864523,0.867819238,1.144228443,0.928053629,1.059961311,1.044642909,0.854855713
20151008,1.029689139,1.194567241,0.996503427,1.004283115,1.028986915,1.004144004,1.11539887,1.050891989,0.99652635,0.926653233,1.062742818,1.413511235,1.345901813,1.082922698,1,1.076599974,0.954530653,0.869852813,1.153318042,0.92551197,1.060314688,1.038439926,0.855090333
20151009,1.023716567,1.217940462,0.995411892,1.001983242,1.022081624,1.005006662,1.105508384,1.047858163,0.994826932,0.941757365,1.06578492,1.400092285,1.349025174,1.100495567,1,1.084432988,0.962101602,0.868346945,1.190437159,0.925985976,1.069590222,1.036415786,0.882040743
20151012,1.011937714,1.245967099,1.019312319,1.015979369,1.023756574,0.983135069,1.116799364,1.047854956,0.994532841,0.93855604,1.067488417,1.387814673,1.360189418,1.099327432,1,1.083750425,0.963787762,0.862477792,1.188162368,0.928056536,1.06965773,1.01780981,0.870869328
20151013,1.015239386,1.24620993,1.019312319,1.015979369,1.021744002,0.979507631,1.109141603,1.045692464,0.991613802,0.938255483,1.067854848,1.390036407,1.359189176,1.087716401,1,1.092987179,0.963745044,0.866348091,1.197512947,0.925907295,1.071756352,1.024209,0.876327363
20151014,1.013321441,1.235628739,1.019312319,1.015288282,1.019759002,0.982978605,1.10899372,1.045368541,0.990367816,0.937124751,1.067854848,1.391648655,1.358397834,1.086562223,1,1.096184821,0.952426784,0.861566477,1.190067573,0.924498711,1.0716067,1.020490925,0.875050696
20151015,1.012483749,1.225857367,1.017411438,1.01500337,1.020343566,0.985862401,1.108279213,1.050854791,0.991272588,0.936349613,1.070221716,1.391227952,1.355497586,1.085240449,1,1.089549684,0.944337722,0.855536868,1.18456979,0.923959564,1.071868525,1.020839729,0.878511949
20151016,1.011641397,1.229050926,1.017099979,1.014942856,1.018255504,0.977436058,1.110986803,1.050854791,0.990289766,0.940325928,1.067993245,1.386784677,1.372369981,1.085061525,1,1.086336657,0.937815385,0.853883511,1.188095607,0.924063131,1.074593532,1.020126648,0.874772776
20151019,1.010178999,1.224733726,1.016413709,1.011267339,1.020977883,0.983176646,1.116712869,1.052202059,0.988993962,0.941355798,1.068550892,1.379133033,1.363924676,1.090905357,1,1.086699892,0.942426066,0.85022443,1.178671378,0.926404626,1.074522294,1.02166829,0.881084808
20151020,1.006930844,1.218549088,1.017089947,1.011102929,1.014008768,0.983929897,1.110692611,1.052202059,0.9872555,0.939654605,1.066447414,1.390493406,1.361053795,1.092830212,1,1.086705099,0.938344265,0.850593813,1.171248558,0.925614368,1.072630749,1.023168932,0.876494957
20151021,1.006639165,1.226408829,1.015749159,1.00844937,1.011598293,0.985315056,1.107328285,1.051397593,0.996039352,0.940755285,1.066294976,1.389137244,1.35103268,1.097924937,1,1.092328103,0.944331964,0.848289655,1.162336933,0.925715492,1.072630749,1.017103803,0.884095162
20151022,1.01109652,1.234039949,1.01602258,1.00172652,1.015278988,0.987513632,1.105968063,1.042803949,0.995732429,0.944810554,1.07414773,1.395862062,1.3471306,1.113499382,1,1.092010066,0.938791409,0.849809905,1.175335428,0.924661541,1.082765072,1.015116542,0.888695058
20151023,1.008903527,1.223921121,1.014998383,0.996750241,1.034186316,1.000706568,1.11573477,1.040418531,0.994846808,0.959207558,1.07414773,1.406317743,1.346288277,1.110302702,1,1.092855695,0.952484854,0.844924574,1.169583658,0.923838304,1.081317916,1.009453029,0.890628216
20151026,1.015807927,1.22741605,1.012489197,0.998854593,1.031443897,0.992464173,1.109658945,1.039787709,0.9944909,0.959540814,1.07423019,1.402601607,1.347196606,1.115813856,1,1.098196058,0.954997853,0.851255661,1.171607727,0.924092414,1.081244139,1.004865977,0.902264826
20151027,1.015650981,1.214199597,1.018194498,0.99786335,1.03400908,1.001104462,1.122534203,1.037778058,0.998968757,0.954714386,1.075264584,1.405386242,1.34587461,1.13190246,1,1.096081008,0.950944148,0.849079124,1.177519681,0.923120138,1.081648108,1.006049789,0.894172344
20151028,1.019731852,1.225338579,1.017836507,0.998400662,1.033726529,1.004722876,1.122671092,1.037167268,0.998086246,0.95268549,1.075264584,1.40270251,1.343007069,1.138251505,1.00021511,1.098376425,0.969072823,0.854810751,1.182424601,0.92318346,1.081319888,1.010252684,0.889987487
20151029,1.018750871,1.223139348,1.017419273,0.997951141,1.032599001,0.999910945,1.119662233,1.035096805,0.995304992,0.955841287,1.074191697,1.40377374,1.349955324,1.129286429,1.00021511,1.108194909,0.968764322,0.866778729,1.189406655,0.923062623,1.084180584,1.008892064,0.889195219
20151030,1.018102399,1.224147902,1.016187669,0.996752176,1.037454507,0.997301321,1.118285457,1.037290175,0.998395757,0.956201385,1.076213108,1.412407142,1.345421145,1.13002895,1.00021511,1.101131014,0.963572812,0.860351625,1.182750649,0.922773375,1.08429409,1.012812603,0.895193657
20151102,1.017410668,1.216655669,1.021624526,0.995940595,1.032457239,1.004219208,1.11079156,1.03706004,0.998714154,0.971676991,1.076213108,1.405782379,1.348235431,1.14084685,1.00021511,1.099040081,0.961896025,0.860808802,1.179371197,0.922773375,1.083104182,1.012022019,0.894991786
20151103,1.017068369,1.232679549,1.021624526,1.000154413,1.039740666,1.011441218,1.110211332,1.042184778,1.001871733,0.976001087,1.076213108,1.41199367,1.348308699,1.149666898,1.00021511,1.096637845,0.961508771,0.858938201,1.174091517,0.927102947,1.078476984,1.015321943,0.915438723
20151104,1.016686961,1.237726912,1.022265771,0.997494823,1.040728321,1.012224398,1.121722875,1.042570453,0.997422112,0.984557264,1.076166282,1.416913163,1.360089751,1.150703245,0.999134252,1.093994655,0.970735232,0.862556654,1.170777747,0.925510393,1.081131922,1.014882171,0.910911823
20151105,1.015688539,1.218022166,1.014038651,0.996547131,1.048743133,1.02128849,1.119582303,1.046905229,1.007076633,0.998069802,1.073910107,1.413309321,1.372146461,1.150333345,0.999134252,1.107270952,0.96735446,0.859000998,1.177481876,0.916999045,1.088258457,1.013603856,0.915363558
20151106,1.012343772,1.215302283,1.013410559,0.996147891,1.039480337,1.022792796,1.116466973,1.046905229,1.004668809,0.992476538,1.073476609,1.419005684,1.361593974,1.141250962,0.999134252,1.112032642,0.961875639,0.859214351,1.179600694,0.915520618,1.088734141,1.020049402,0.914437526
20151109,1.011730636,1.200529187,1.013180972,0.997130907,1.037233405,1.021270782,1.116272158,1.050640014,0.999926864,0.987339244,1.073736522,1.4168694,1.35412178,1.143683375,0.999134252,1.116362011,0.954708452,0.864510982,1.181209946,0.920630031,1.088734141,1.009719686,0.907891181
20151110,1.014909282,1.196074589,1.012495189,0.995910495,1.037368714,1.021602073,1.116989082,1.051163092,0.995696602,0.985261236,1.073736522,1.429604373,1.355737573,1.144837596,0.999134252,1.118333781,0.976806787,0.860276673,1.170010479,0.920324142,1.090051549,1.013361289,0.918454821
20151111,1.016033223,1.196050202,1.012495189,0.995762162,1.038443151,1.020629316,1.124515717,1.049835896,0.996501954,0.998496151,1.071409847,1.427695409,1.351694335,1.137731491,1.002117267,1.124366177,0.968405489,0.85714283,1.165964601,0.918539493,1.090051549,1.019744479,0.916117929
20151112,1.016356306,1.194683335,1.010265891,0.995050074,1.042633061,1.021496607,1.125376738,1.049835896,0.990001523,1.002459594,1.067214386,1.424231978,1.356037747,1.135562913,1.002117267,1.119372774,0.968273861,0.856586064,1.163936425,0.921265975,1.087205418,1.012640081,0.917022313
